default,checking_balance,months_loan_duration,credit_history,purpose_furn,purpose_car,purpose_reno,purpose_edu,purpose_bus,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,otherCreditBank,otherCreditStore,existing_loans_count,job,dependents
no,1,48,1,0,2,0,0,0,8858,1,4,2,1,35,0,0,2,3,1
no,1,36,2,0,2,0,0,0,8947,1,4,3,2,31,0,1,1,4,2
no,1,36,3,0,0,0,1,0,9055,1,3,2,4,35,0,0,1,2,2
no,3,60,2,1,0,0,0,0,9157,1,3,2,2,27,0,0,1,4,1
no,1,24,3,0,2,0,0,0,9277,1,3,2,4,48,0,0,1,3,1
no,2,42,4,0,2,0,0,0,9283,2,1,1,2,55,1,0,1,4,1
no,1,54,5,0,2,0,0,0,9436,1,3,2,2,39,0,0,1,2,2
no,2,36,1,1,0,0,0,0,9566,2,3,2,2,31,0,1,2,3,1
no,3,36,2,0,0,0,0,1,9857,3,4,1,3,31,0,0,2,2,2
no,1,60,3,1,0,0,0,0,10144,3,4,2,4,21,0,0,1,3,1
no,2,48,3,1,0,0,0,0,10222,1,4,4,3,37,0,1,1,3,1
no,1,60,3,0,2,0,0,0,10366,2,5,2,4,42,0,0,1,4,1
no,1,36,1,0,2,0,0,0,10477,1,5,2,4,42,0,0,2,3,1
no,1,30,1,0,2,0,0,0,10623,2,5,3,4,38,0,0,3,4,2
no,1,47,3,0,2,0,0,0,10722,2,2,1,1,35,0,0,1,2,1
no,2,36,2,0,2,0,0,0,10875,2,5,2,2,45,0,0,2,3,2
no,3,36,1,0,2,0,0,0,11054,1,3,4,2,30,0,0,1,4,1
no,2,39,2,0,0,0,1,0,11760,3,4,2,3,32,0,0,1,3,1
no,2,48,4,0,2,0,0,0,12169,1,1,4,4,36,0,0,1,4,1
no,1,48,5,0,0,0,0,1,12204,1,3,2,2,48,1,0,1,4,1
no,1,48,2,1,0,0,0,0,12749,4,4,4,1,37,0,0,1,4,1
no,3,60,1,0,2,0,0,0,13756,1,5,2,4,63,1,0,1,4,1
no,3,39,1,1,0,0,0,0,14179,1,4,4,4,30,0,0,2,4,1
no,2,60,2,1,0,0,0,0,15653,2,4,2,4,21,0,0,2,3,1
no,2,36,3,0,1,0,0,0,15857,2,1,2,3,43,0,0,1,4,1
yes,2,18,3,1,0,0,0,0,433,2,1,3,4,22,0,0,1,3,1
yes,2,6,4,0,0,0,1,0,433,5,2,4,2,24,1,0,1,3,2
yes,0,6,3,0,0,0,1,0,448,2,2,4,4,23,0,0,1,3,1
yes,0,12,4,0,0,0,0,1,609,2,2,4,1,26,0,0,1,1,1
yes,1,12,4,1,0,0,0,0,626,2,3,4,4,24,1,0,1,2,1
yes,2,12,3,0,0,1,0,0,639,2,3,4,2,30,0,0,1,3,1
yes,0,9,3,0,2,0,0,0,654,2,3,4,3,28,0,0,1,2,1
yes,1,12,3,1,0,0,0,0,674,3,4,4,1,20,0,0,1,3,1
yes,1,12,3,0,0,0,1,0,684,2,3,4,4,40,0,0,1,2,2
yes,0,12,3,0,2,0,0,0,685,2,4,2,3,25,1,0,1,2,1
yes,2,12,1,0,2,0,0,0,691,2,5,4,3,35,0,0,2,3,1
yes,1,12,4,0,2,0,0,0,697,2,2,4,2,46,1,0,2,3,1
yes,1,12,3,1,0,0,0,0,709,2,5,4,4,57,0,1,1,2,1
yes,2,12,3,0,0,0,1,0,719,2,5,4,4,41,1,0,1,2,2
yes,2,12,3,1,0,0,0,0,727,3,2,4,3,33,0,0,1,2,1
yes,1,12,3,1,0,0,0,0,741,3,1,4,3,22,0,0,1,3,1
yes,0,9,3,1,0,0,0,0,745,2,3,3,2,28,0,0,1,2,1
yes,2,18,3,0,0,0,1,0,750,2,1,4,1,27,0,0,1,1,1
yes,0,12,3,0,2,0,0,0,759,2,4,4,2,26,0,0,1,3,1
yes,0,12,3,1,0,0,0,0,766,4,3,4,3,66,0,0,1,2,1
yes,1,12,3,0,0,0,1,0,795,2,2,4,4,53,0,0,1,3,1
yes,0,12,1,1,0,0,0,0,797,1,5,4,3,33,1,0,1,2,2
yes,2,15,3,1,0,0,0,0,802,2,5,4,3,37,0,0,1,3,2
yes,2,12,3,0,2,0,0,0,836,3,2,4,2,23,1,0,1,2,1
yes,1,18,1,0,2,0,0,0,884,2,5,4,4,36,1,0,1,3,2
yes,0,12,3,0,2,0,0,0,888,2,5,4,4,41,1,0,1,2,2
yes,1,12,3,0,2,0,0,0,900,1,3,4,2,23,0,0,1,3,1
yes,0,12,3,0,0,0,1,0,902,2,4,4,4,21,0,0,1,3,1
yes,0,24,3,0,2,0,0,0,915,1,5,4,2,29,1,0,1,3,1
yes,2,9,3,1,0,0,0,0,918,2,3,4,1,30,0,0,1,3,1
yes,2,6,4,0,2,0,0,0,931,3,2,1,1,32,0,1,1,2,1
yes,1,12,1,0,2,0,0,0,939,4,4,4,2,28,0,0,3,3,1
yes,0,24,3,0,2,0,0,0,947,2,4,4,3,38,1,0,1,3,2
yes,0,15,5,0,2,0,0,0,950,2,5,4,3,33,0,0,2,3,2
yes,0,12,3,1,0,0,0,0,951,3,2,4,4,27,1,0,4,3,1
yes,2,9,3,1,0,0,0,0,959,2,3,1,2,29,0,0,1,3,1
yes,1,18,3,0,2,0,0,0,976,2,2,1,2,23,0,0,1,2,1
yes,0,24,2,1,0,0,0,0,1024,2,2,4,4,48,0,1,1,3,1
yes,1,18,3,0,2,0,0,0,1042,1,3,4,2,33,0,0,1,3,1
yes,1,18,1,0,2,0,0,0,1056,2,5,3,3,30,1,0,2,3,1
yes,0,12,5,0,2,0,0,0,1082,2,3,4,4,48,1,0,2,3,1
yes,1,12,5,0,0,1,0,0,1108,2,4,4,3,28,0,0,2,3,1
yes,1,12,3,1,0,0,0,0,1123,4,3,4,4,29,0,0,1,2,1
yes,0,18,3,1,0,0,0,0,1131,2,1,4,2,33,0,0,1,3,1
yes,1,9,1,0,0,0,1,0,1136,5,5,4,3,32,0,0,2,3,2
yes,2,21,3,0,0,0,0,1,1188,2,5,2,4,39,0,0,1,3,2
yes,1,18,1,0,0,1,0,0,1190,2,1,2,4,55,0,0,3,1,2
yes,0,24,4,0,2,0,0,0,1193,2,1,1,4,29,0,0,2,1,1
yes,0,6,4,0,0,0,1,0,1198,2,5,4,4,35,0,0,1,3,1
yes,2,24,1,0,2,0,0,0,1199,2,5,4,4,60,0,0,2,2,1
yes,2,24,3,0,2,0,0,0,1207,2,2,4,4,24,0,0,1,3,1
yes,0,6,2,0,2,0,0,0,1209,2,1,4,4,47,0,0,1,4,1
yes,0,24,1,1,0,0,0,0,1216,3,2,4,4,38,1,0,2,3,2
yes,1,18,3,0,2,0,0,0,1216,2,2,4,3,23,0,0,1,3,1
yes,2,18,3,1,0,0,0,0,1217,2,3,4,3,47,0,0,1,2,1
yes,1,12,3,0,2,0,0,0,1223,2,5,1,1,46,0,0,2,3,1
yes,1,12,3,0,2,0,0,0,1228,2,3,4,2,24,0,0,1,2,1
yes,1,8,3,1,0,0,0,0,1237,2,3,3,4,24,0,0,1,3,1
yes,2,10,3,0,2,0,0,0,1240,3,5,1,4,48,0,0,1,2,2
yes,2,18,1,1,0,0,0,0,1245,2,3,4,2,33,0,0,1,3,1
yes,2,24,3,0,2,0,0,0,1246,2,2,4,2,23,0,1,1,2,1
yes,2,15,4,0,2,0,0,0,1264,3,3,2,2,25,0,0,1,3,1
yes,1,15,1,1,0,0,0,0,1271,1,3,3,4,39,0,0,2,3,1
yes,0,12,3,0,2,0,0,0,1274,2,2,3,1,37,0,0,1,2,1
yes,2,15,3,1,0,0,0,0,1275,1,3,4,2,24,0,0,1,3,1
yes,2,24,3,1,0,0,0,0,1282,3,3,4,2,32,0,0,1,2,1
yes,0,12,3,1,0,0,0,0,1282,2,3,2,4,20,0,0,1,3,1
yes,2,24,3,0,2,0,0,0,1285,1,4,4,4,32,0,0,1,3,1
yes,2,12,3,0,2,0,0,0,1295,2,2,3,1,25,0,0,1,3,1
yes,1,10,3,0,2,0,0,0,1309,1,3,4,4,27,0,0,1,2,1
yes,2,12,3,1,0,0,0,0,1331,2,2,2,1,22,0,1,1,3,1
yes,1,24,2,0,2,0,0,0,1333,2,1,4,2,43,0,0,2,3,2
yes,1,9,5,1,0,0,0,0,1337,2,2,4,2,34,0,0,2,4,1
yes,1,24,1,0,2,0,0,0,1344,1,4,4,2,37,1,0,2,2,2
yes,1,18,3,1,0,0,0,0,1345,2,3,4,3,26,1,0,1,3,1
yes,1,24,3,0,2,0,0,0,1355,2,2,3,4,25,0,0,1,2,1
yes,1,24,4,0,1,0,0,0,1358,1,5,4,3,40,0,1,1,4,1
yes,2,9,3,1,0,0,0,0,1366,2,2,3,4,22,0,0,1,3,1
yes,1,24,3,0,2,0,0,0,1371,1,3,4,4,25,0,0,1,3,1
yes,0,12,3,0,2,0,0,0,1372,2,4,2,3,36,0,0,1,3,1
yes,1,24,3,0,2,0,0,0,1381,1,3,4,2,35,0,0,1,3,1
yes,0,12,3,0,2,0,0,0,1386,4,3,2,2,26,0,0,1,3,1
yes,2,9,3,0,2,0,0,0,1422,2,2,3,2,27,0,0,1,4,1
yes,0,9,4,0,2,0,0,0,1437,3,4,2,3,29,0,0,1,3,1
yes,0,24,3,0,2,0,0,0,1442,2,4,4,4,23,0,0,2,3,1
yes,0,18,4,0,2,0,0,0,1442,2,4,4,4,32,0,0,2,2,2
yes,0,9,3,1,0,0,0,0,1478,2,4,4,2,22,0,0,1,3,1
yes,0,12,3,1,0,0,0,0,1484,1,3,2,1,25,0,0,1,3,1
yes,0,9,1,0,0,0,1,0,1501,2,5,2,3,34,0,0,2,4,1
yes,1,15,2,0,0,1,0,0,1512,5,3,3,3,61,0,1,2,3,1
yes,2,18,1,0,2,0,0,0,1530,2,3,3,2,32,1,0,2,3,1
yes,1,18,3,1,0,0,0,0,1533,2,2,4,1,43,0,0,1,2,2
yes,2,12,3,1,0,0,0,0,1534,2,2,1,1,23,0,0,1,3,1
yes,2,24,4,1,0,0,0,0,1546,2,4,4,4,24,1,0,1,2,1
yes,0,18,4,1,0,0,0,0,1553,2,3,4,3,44,1,0,1,3,1
yes,2,12,2,0,0,1,0,0,1555,5,5,4,4,55,0,0,2,3,2
yes,0,21,4,0,2,0,0,0,1647,1,3,4,2,40,0,0,2,2,2
yes,0,24,2,1,0,0,0,0,1659,2,2,4,2,29,0,0,1,2,1
yes,1,9,3,1,0,0,0,0,1670,2,2,4,2,22,0,0,1,3,1
yes,0,15,5,0,2,0,0,0,1778,2,2,2,1,26,0,0,2,1,1
yes,2,18,2,1,0,0,0,0,1808,2,4,4,1,22,0,0,1,3,1
yes,0,36,3,0,0,0,1,0,1819,2,3,4,4,37,0,1,1,3,1
yes,2,24,3,1,0,0,0,0,1823,2,1,4,2,30,0,1,1,4,2
yes,0,21,3,1,0,0,0,0,1835,2,3,3,2,25,0,0,2,3,1
yes,2,24,4,0,0,0,1,0,1837,2,4,4,4,34,1,0,1,2,1
yes,1,36,3,0,2,0,0,0,1842,2,2,4,4,34,0,0,1,3,1
yes,1,45,3,1,0,0,0,0,1845,2,3,4,4,23,0,0,1,3,1
yes,1,18,1,0,0,0,1,0,1864,3,3,4,2,30,0,0,2,3,1
yes,1,18,3,1,0,0,0,0,1882,2,3,4,4,25,1,0,2,3,1
yes,1,30,2,0,0,0,0,1,1908,2,5,4,4,66,0,0,1,4,1
yes,1,30,2,1,0,0,0,0,1919,3,2,4,3,30,0,1,2,4,1
yes,2,12,3,1,0,0,0,0,1922,2,3,4,2,37,0,0,1,2,1
yes,0,18,3,1,0,0,0,0,1924,1,2,4,3,27,0,0,1,3,1
yes,2,18,1,1,0,0,0,0,1928,2,2,2,2,31,0,0,2,2,1
yes,2,24,1,0,0,0,0,1,1935,2,5,4,4,31,0,0,2,3,1
yes,0,24,3,1,0,0,0,0,1938,2,2,4,3,32,0,0,1,3,1
yes,0,18,3,0,0,1,0,0,1943,2,2,4,4,23,0,0,1,3,1
yes,0,36,5,0,0,0,0,1,1953,2,5,4,4,61,0,0,1,4,1
yes,2,36,3,0,0,0,1,0,1977,1,5,4,4,40,0,0,1,4,1
yes,2,9,3,1,0,0,0,0,1980,2,2,2,2,19,0,0,2,3,1
yes,2,24,3,1,0,0,0,0,1987,2,3,2,4,21,0,0,1,2,2
yes,2,18,3,1,0,0,0,0,2039,2,3,1,4,20,1,0,1,3,1
yes,0,24,3,1,0,0,0,0,2039,2,2,1,1,22,0,0,1,3,1
yes,1,24,2,1,0,0,0,0,2064,2,1,3,2,34,0,0,1,4,1
yes,0,18,3,1,0,0,0,0,2100,2,3,4,2,37,0,1,1,3,1
yes,0,18,1,1,0,0,0,0,2124,2,3,4,4,24,0,0,2,3,1
yes,0,36,2,0,0,0,0,1,2145,2,4,2,1,24,0,0,2,3,1
yes,0,12,4,1,0,0,0,0,2149,2,3,4,1,29,0,0,1,3,1
yes,1,30,3,0,2,0,0,0,2150,2,3,4,2,24,1,0,1,3,1
yes,0,18,2,0,0,0,0,1,2169,2,3,4,2,28,0,0,1,3,1
yes,1,10,3,1,0,0,0,0,2210,2,3,2,2,25,1,0,1,2,1
yes,2,36,2,0,2,0,0,0,2225,2,5,4,4,57,1,0,2,3,1
yes,2,20,1,0,2,0,0,0,2235,2,3,4,2,33,1,0,2,3,1
yes,0,12,1,1,0,0,0,0,2246,2,5,3,3,60,0,0,2,3,1
yes,0,18,5,0,2,0,0,0,2278,3,2,3,3,28,0,0,2,3,1
yes,0,12,1,0,0,0,0,1,2292,2,1,4,2,42,0,1,2,4,1
yes,0,36,3,1,0,0,0,0,2302,2,3,4,4,31,0,0,1,3,1
yes,2,24,3,0,2,0,0,0,2303,2,5,4,1,45,0,0,1,3,1
yes,1,21,1,0,0,0,1,0,2319,2,2,2,1,33,0,0,1,3,1
yes,0,15,3,1,0,0,0,0,2327,2,2,2,3,25,0,0,1,2,1
yes,2,24,3,1,0,0,0,0,2359,3,1,1,1,33,0,0,1,3,1
yes,2,36,3,0,0,1,0,0,2384,2,2,4,1,33,0,0,1,2,1
yes,2,24,3,1,0,0,0,0,2397,4,5,3,2,35,1,0,2,3,1
yes,1,30,3,1,0,0,0,0,2406,2,4,4,4,23,0,0,1,3,1
yes,1,24,3,1,0,0,0,0,2439,2,2,4,4,35,0,0,1,3,1
yes,1,18,3,1,0,0,0,0,2462,2,3,2,2,22,0,0,1,3,1
yes,2,18,3,1,0,0,0,0,2473,2,1,4,1,25,0,0,1,1,1
yes,0,27,1,1,0,0,0,0,2520,4,3,4,2,23,0,0,2,2,1
yes,1,24,2,0,2,0,0,0,2538,2,5,4,4,47,0,0,2,2,2
yes,0,27,3,0,2,0,0,0,2570,2,3,3,3,21,0,0,1,3,1
yes,1,12,3,0,2,0,0,0,2579,2,2,4,1,33,0,0,1,2,2
yes,0,21,2,0,0,0,0,1,2580,4,2,4,2,41,1,0,1,2,2
yes,0,18,3,1,0,0,0,0,2600,2,3,4,4,65,0,0,2,3,1
yes,2,16,1,0,2,0,0,0,2625,2,5,2,4,43,1,0,1,3,1
yes,0,15,3,0,2,0,0,0,2631,3,3,2,4,28,0,0,2,3,1
yes,0,36,3,1,0,0,0,0,2671,3,3,4,4,50,0,0,1,3,1
yes,1,36,3,1,0,0,0,0,2712,2,5,2,2,41,1,0,1,3,2
yes,0,24,3,0,2,0,0,0,2718,2,3,3,4,20,0,0,1,2,1
yes,0,36,4,1,0,0,0,0,2746,2,5,4,4,31,1,0,1,3,1
yes,2,12,3,1,0,0,0,0,2762,1,5,1,2,25,1,0,1,3,1
yes,1,21,3,0,0,0,0,1,2767,3,5,4,2,61,1,0,2,2,1
yes,2,18,1,0,2,0,0,0,2775,2,4,2,2,31,1,0,2,3,1
yes,2,36,1,0,2,0,0,0,2820,2,2,4,4,27,0,0,2,3,1
yes,0,18,3,1,0,0,0,0,2864,2,3,2,1,34,0,0,1,2,2
yes,1,12,5,1,0,0,0,0,2969,2,2,4,3,25,0,0,2,3,1
yes,2,24,3,1,0,0,0,0,2996,1,3,2,4,20,0,0,1,3,1
yes,0,45,3,1,0,0,0,0,3031,3,3,4,4,21,0,0,1,3,1
yes,1,48,3,1,0,0,0,0,3051,2,3,3,4,54,0,0,1,3,1
yes,0,48,3,1,0,0,0,0,3060,2,4,4,4,28,0,0,2,3,1
yes,0,24,3,1,0,0,0,0,3092,3,2,3,2,22,0,0,1,3,1
yes,2,30,3,1,0,0,0,0,3108,2,2,2,4,31,0,0,1,2,1
yes,1,18,5,1,0,0,0,0,3114,2,2,1,4,26,0,0,1,3,1
yes,2,24,3,0,2,0,0,0,3123,2,2,4,1,27,0,0,1,3,1
yes,1,24,4,0,0,0,0,1,3161,2,3,4,2,31,0,0,1,3,1
yes,2,18,3,1,0,0,0,0,3190,2,3,2,2,24,0,0,1,3,1
yes,0,24,3,1,0,0,0,0,3234,2,2,4,4,23,0,0,1,2,1
yes,1,24,3,1,0,0,0,0,3345,2,5,4,2,39,0,0,1,4,1
yes,0,36,3,1,0,0,0,0,3349,2,3,4,2,28,0,0,1,4,1
yes,1,24,4,1,0,0,0,0,3349,4,2,4,4,30,0,0,1,3,2
yes,2,6,1,1,0,0,0,0,3384,2,3,1,4,44,0,0,1,4,1
yes,1,12,3,0,2,0,0,0,3386,2,5,3,4,35,0,0,1,3,1
yes,1,21,2,0,0,0,1,0,3414,2,2,2,1,26,0,0,2,3,1
yes,2,30,3,1,0,0,0,0,3441,3,3,2,4,21,0,0,1,3,1
yes,1,36,3,1,0,0,0,0,3446,2,5,4,2,42,0,0,1,3,2
yes,0,12,1,0,2,0,0,0,3499,2,3,3,2,29,0,0,2,3,1
yes,2,24,4,1,0,0,0,0,3552,2,4,3,4,27,1,0,1,3,1
yes,0,24,3,1,0,0,0,0,3621,3,5,2,4,31,0,0,2,3,1
yes,2,36,5,1,0,0,0,0,3804,2,3,4,1,42,0,0,1,3,1
yes,2,48,5,0,0,0,0,1,3844,3,4,4,4,34,0,0,1,2,2
yes,2,48,3,0,0,0,0,1,3914,1,3,4,2,38,1,0,1,3,1
yes,2,27,3,0,0,0,0,1,3915,2,3,4,2,36,0,0,1,3,2
yes,0,48,3,0,2,0,0,0,3931,2,4,4,4,46,0,0,1,3,2
yes,2,15,3,0,2,0,0,0,3959,2,3,3,2,29,0,0,1,3,1
yes,1,42,3,1,0,0,0,0,3965,2,2,4,3,34,0,0,1,3,1
yes,1,18,1,0,2,0,0,0,3966,2,5,1,4,33,1,0,3,3,1
yes,0,28,3,0,2,0,0,0,4006,2,3,3,2,45,0,0,1,2,1
yes,0,24,3,1,0,0,0,0,4057,2,4,3,3,43,0,0,1,3,1
yes,0,24,5,1,0,0,0,0,4110,2,5,3,4,23,1,0,2,3,2
yes,2,24,3,0,2,0,0,0,4113,4,2,3,4,28,0,0,1,3,1
yes,2,18,3,1,0,0,0,0,4153,2,3,2,3,42,0,0,1,3,1
yes,0,18,5,0,0,0,0,1,4165,2,3,2,2,36,0,1,2,3,2
yes,0,36,3,1,0,0,0,0,4210,2,3,4,2,26,0,0,1,3,1
yes,1,24,5,0,0,0,0,1,4241,2,3,1,4,36,0,0,3,2,1
yes,1,30,1,0,2,0,0,0,4249,2,1,4,2,28,0,0,2,4,1
yes,2,30,5,0,0,0,0,1,4280,3,3,4,4,26,0,0,2,2,1
yes,1,33,1,1,0,0,0,0,4281,4,3,1,4,23,0,0,2,3,1
yes,0,18,2,1,0,0,0,0,4297,2,5,4,3,40,0,0,1,4,1
yes,2,48,3,0,0,0,0,1,4308,2,2,3,4,24,0,0,1,3,1
yes,0,42,2,1,0,0,0,0,4370,2,4,3,2,26,1,0,2,3,2
yes,0,36,2,0,0,0,0,1,4455,2,3,2,2,30,0,1,2,4,1
yes,2,36,2,1,0,0,0,0,4463,2,3,4,2,26,0,0,2,4,1
yes,2,24,3,0,0,0,0,1,4591,5,3,2,3,54,0,0,3,4,1
yes,2,48,5,0,2,0,0,0,4605,2,5,3,4,24,0,0,2,3,2
yes,0,6,3,1,0,0,0,0,4611,2,2,1,4,32,0,0,1,3,1
yes,1,15,3,0,0,0,1,0,4623,3,3,3,2,40,0,0,1,4,1
yes,2,24,1,1,0,0,0,0,4736,2,2,2,4,25,1,0,1,2,1
yes,2,45,1,1,0,0,0,0,4746,2,2,4,2,25,0,0,2,2,1
yes,0,24,3,0,2,0,0,0,4817,2,4,2,3,31,0,0,1,3,1
yes,0,12,1,0,2,0,0,0,4843,2,5,3,4,43,0,0,2,3,1
yes,1,48,3,0,0,0,0,1,4844,2,1,3,2,33,1,0,1,4,1
yes,0,24,2,0,2,0,0,0,4870,2,3,3,4,53,0,0,2,3,2
yes,2,39,1,1,0,0,0,0,4933,2,4,2,2,25,0,0,2,3,1
yes,1,21,5,0,2,0,0,0,5003,1,3,1,4,29,1,0,2,3,1
yes,1,48,1,1,0,0,0,0,5096,2,3,2,3,30,0,0,1,4,1
yes,1,9,4,0,2,0,0,0,5129,2,5,2,4,74,1,0,1,4,2
yes,0,36,3,1,0,0,0,0,5179,2,4,4,2,29,0,0,1,3,1
yes,2,30,1,0,2,0,0,0,5234,2,1,4,2,28,0,0,2,4,1
yes,0,27,5,0,0,0,0,1,5293,2,1,2,4,50,0,1,2,3,1
yes,2,72,3,1,0,0,0,0,5595,3,3,2,2,24,0,0,1,3,1
yes,1,24,3,1,0,0,0,0,5943,1,2,1,1,44,0,0,2,3,1
yes,2,48,3,1,0,0,0,0,5951,2,3,2,2,22,0,0,1,3,1
yes,1,40,1,0,0,0,1,0,5998,2,3,4,3,27,1,0,1,3,1
yes,2,48,1,0,2,0,0,0,6143,2,5,4,4,58,0,1,2,2,1
yes,2,12,5,1,0,0,0,0,6199,2,3,4,2,28,0,0,2,3,1
yes,2,48,2,0,0,0,1,0,6224,2,5,4,4,50,0,0,1,3,1
yes,1,36,1,1,0,0,0,0,6229,2,2,4,4,23,0,0,2,2,1
yes,2,60,3,0,0,0,1,0,6288,2,3,4,4,42,0,0,1,3,1
yes,1,48,1,0,2,0,0,0,6331,2,5,4,4,46,0,0,2,3,1
yes,2,30,3,1,0,0,0,0,6350,1,5,4,4,31,0,0,1,3,1
yes,1,48,4,0,0,0,0,1,6416,2,5,4,3,59,0,0,1,3,1
yes,0,18,4,0,2,0,0,0,6458,2,5,2,4,39,1,0,2,4,2
yes,2,12,3,1,0,0,0,0,6468,1,1,2,1,52,0,0,1,4,1
yes,1,48,3,0,2,0,0,0,6560,3,4,3,2,24,0,0,1,3,1
yes,0,48,3,1,0,0,0,0,6758,2,3,3,2,31,0,0,1,3,1
yes,0,18,3,0,2,0,0,0,6761,1,3,2,4,68,0,0,2,3,1
yes,1,60,2,0,0,0,0,1,6836,2,5,3,4,63,0,0,2,3,1
yes,0,15,4,0,2,0,0,0,6850,3,1,1,2,34,0,0,1,4,2
yes,1,24,4,1,0,0,0,0,6872,2,2,2,1,55,1,0,1,3,1
yes,1,36,2,0,0,0,1,0,6887,2,3,4,3,29,0,1,1,3,1
yes,0,48,3,1,0,0,0,0,6999,2,4,1,1,34,0,0,2,3,1
yes,1,48,5,1,0,0,0,0,7119,2,3,3,4,53,0,0,2,3,2
yes,2,36,1,1,0,0,0,0,7127,2,2,2,4,23,0,0,2,3,1
yes,1,42,3,1,0,0,0,0,7174,1,4,4,3,30,0,0,1,4,1
yes,1,60,3,0,0,0,0,1,7297,2,5,4,4,36,0,0,1,3,1
yes,2,60,3,0,2,0,0,0,7408,3,2,4,2,24,0,0,1,4,1
yes,0,30,4,0,2,0,0,0,7485,1,1,4,1,53,1,0,1,4,1
yes,2,18,3,0,2,0,0,0,7511,1,5,1,4,51,0,0,1,3,2
yes,0,48,4,0,0,0,0,1,7685,2,4,2,4,37,0,0,1,3,1
yes,0,48,3,0,2,0,0,0,7763,2,5,4,4,42,1,0,1,4,1
yes,0,36,1,0,2,0,0,0,7855,2,3,4,2,25,0,1,2,3,1
yes,0,12,3,1,0,0,0,0,7865,2,5,4,4,53,0,0,1,4,1
yes,1,36,2,0,0,0,0,1,7980,1,2,4,4,27,0,0,2,3,1
yes,0,36,1,0,0,0,1,0,8065,2,3,3,2,25,0,0,2,4,1
yes,1,36,2,0,2,0,0,0,8086,3,5,2,4,42,0,0,4,4,1
yes,1,36,3,0,2,0,0,0,8229,2,3,2,2,26,0,0,1,3,2
yes,2,27,5,0,0,0,0,1,8318,2,5,2,4,42,0,0,2,4,1
yes,1,36,3,0,2,0,0,0,8335,1,5,3,4,47,0,0,1,3,1
yes,0,30,1,1,0,0,0,0,8386,2,4,2,2,49,0,0,1,3,1
yes,0,24,2,0,0,0,0,1,8648,2,2,2,2,27,1,0,2,3,1
yes,1,14,3,0,2,0,0,0,8978,2,5,1,4,45,0,0,1,4,1
yes,2,36,3,1,0,0,0,0,9034,3,2,4,1,29,0,0,1,4,1
yes,1,36,3,0,2,0,0,0,9271,2,4,2,1,24,0,0,1,3,1
yes,0,36,3,0,2,0,0,0,9398,2,2,1,4,28,0,0,1,4,1
yes,0,36,2,0,0,0,0,1,9572,2,2,1,1,28,0,0,2,3,1
yes,0,36,1,0,2,0,0,0,9629,2,4,4,4,24,0,0,2,3,1
yes,0,48,3,1,0,0,0,0,9960,2,2,1,2,26,0,0,1,3,1
yes,2,48,1,0,2,0,0,0,10127,4,3,2,2,44,1,0,1,3,1
yes,2,48,3,0,2,0,0,0,10297,2,4,4,4,39,0,1,3,3,2
yes,1,48,3,1,0,0,0,0,10961,5,4,1,2,27,1,0,2,3,1
yes,0,36,3,1,0,0,0,0,10974,2,1,4,2,26,0,0,2,4,1
yes,0,24,3,0,1,0,0,0,11328,2,3,2,3,29,1,0,2,4,1
yes,2,24,3,0,2,0,0,0,11560,2,3,1,4,23,0,0,2,4,1
yes,2,48,1,0,2,0,0,0,11590,3,3,2,4,24,1,0,2,2,1
yes,2,45,5,0,0,0,0,1,11816,2,5,2,4,29,0,0,2,3,1
yes,0,24,1,0,1,0,0,0,11938,2,3,2,3,39,0,0,2,4,2
yes,0,30,3,0,0,1,0,0,11998,2,2,1,1,34,0,0,1,2,1
yes,2,36,3,0,2,0,0,0,12389,1,3,1,4,37,0,0,1,3,1
yes,1,24,3,0,2,0,0,0,12579,2,5,4,2,44,0,0,1,4,1
yes,1,36,3,0,0,0,1,0,12612,3,3,1,4,47,0,0,1,3,2
yes,1,21,1,0,2,0,0,0,12680,1,5,4,4,30,0,0,1,4,1
yes,1,18,3,0,2,0,0,0,12976,2,1,3,4,38,0,0,1,4,1
yes,2,60,3,0,2,0,0,0,14027,2,4,4,2,27,0,0,1,4,1
yes,1,36,3,0,2,0,0,0,14318,2,5,4,2,57,0,0,1,4,1
yes,0,48,5,0,0,0,0,1,14421,2,3,2,2,25,0,0,1,3,1
yes,0,6,3,0,2,0,0,0,14555,1,1,1,2,23,0,0,1,1,1
yes,1,60,4,0,1,0,0,0,14782,3,5,3,4,60,1,0,2,4,1
yes,0,6,3,0,2,0,0,0,14896,2,5,1,4,68,1,0,1,4,1
yes,1,48,3,0,0,0,0,1,15672,2,3,2,2,23,0,0,1,3,1
yes,2,54,5,0,0,0,0,1,15945,2,2,3,4,58,0,0,1,3,1
yes,1,48,5,0,1,0,0,0,18424,2,3,1,2,32,1,0,1,4,1
